"seriesType","seriesID","seriesName","year","monthNumber","unit","value"
"Producer Price Index","WPU02840102","Canned dry beans","2012",7,"Base 1982=100",159.8
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2012",7,"Base 1985=100",212.5
"Average retail price","APU0000711211","Bananas","2012",6,"Dollars per pound",0.605
"Average retail price","APU0000711311","Oranges, navel","2012",6,"Dollars per pound",1.032
"Average retail price","APU0000711411","Grapefruit","2012",6,"Dollars per pound",1.172
"Average retail price","APU0000711412","Lemons","2012",6,"Dollars per pound",1.626
"Average retail price","APU0000711415","Strawberries","2012",6,"Dollars per 12 oz.",1.706
"Average retail price","APU0000712112","Potatoes, white","2012",6,"Dollars per pound",0.676
"Average retail price","APU0000712211","Lettuce, iceberg","2012",6,"Dollars per pound",0.904
"Average retail price","APU0000712311","Tomatoes, field grown","2012",6,"Dollars per pound",1.492
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2012",6,"Dollars per 16 oz.",2.639
"Average retail price","APU0000714233","Beans, dried","2012",6,"Dollars per pound",1.444
"Average retail price","APU0000718311","Potato chips","2012",6,"Dollars per 16 oz.",5.264
"Average retail price","APU0000FL2101","Lettuce, romaine","2012",6,"Dollars per pound",1.422
"Consumer Price Index","CUUR0000SAF1","Food","2012",6,"Base 1982-84=100",233.563
"Consumer Price Index","CUUR0000SAF11","Food at home","2012",6,"Base 1982-84=100",231.515
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2012",6,"Base 1982-84=100",322.502
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2012",6,"Base 1982-84=100",336.606
"Consumer Price Index","CUUR0000SEFK01","Apples","2012",6,"Base 1982-84=100",338.687
"Consumer Price Index","CUUR0000SEFK02","Bananas","2012",6,"Base 1982-84=100",205.956
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2012",6,"Base December 1997=100",211.675
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2012",6,"Base December 1997=100",111.495
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2012",6,"Base 1982-84=100",306.528
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2012",6,"Base 1982-84=100",330.361
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2012",6,"Base 1982-84=100",276.746
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2012",6,"Base 1982-84=100",303.898
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2012",6,"Base 1982-84=100",312.114
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2012",6,"Base December 1997=100",158.302
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2012",6,"Base December 1997=100",152.493
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2012",6,"Base December 1997=100",127.298
"Consumer Price Index","CUUR0000SEFV","Food away from home","2012",6,"Base 1982-84=100",237.839
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2012",6,"Base 1982-84=100",423.329
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2012",6,"Base December 1997=100",149.373
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2012",6,"Base 1982-84=100",212.813
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2012",6,"Base December 1997=100",169.991
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2012",6,"Base December 1997=100",201.85
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2012",6,"Base December 1997=100",134.427
"Consumer Price Index","CUUR0000SS18064","Prepared salads","2012",6,"Base 1982-84=100",111.669
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2012",6,"Base 1982=100",209
"Producer Price Index","WPU01","All farm products","2012",6,"Base 1982=100",184.7
"Producer Price Index","WPU0111","All fresh fruits and melons","2012",6,"Base 1982=100",114.7
"Producer Price Index","WPU011101","All citrus fruits","2012",6,"Base 1982=100",189.6
"Producer Price Index","WPU01110101","Grapefruits","2012",6,"Base 1982=100",342.8
"Producer Price Index","WPU01110104","Lemons","2012",6,"Base 1982=100",261.6
"Producer Price Index","WPU01110105","Oranges, Valencia","2012",6,"Base 1982=100",123
"Producer Price Index","WPU01110106","Oranges, navel","2012",6,"Base 1982=100",159.5
"Producer Price Index","WPU011102","All other fruits and berries","2012",6,"Base 1982=100",109.1
"Producer Price Index","WPU01110201","Plums and fresh prunes","2012",6,"Base 1991=100",288.1
"Producer Price Index","WPU01110202","Nectarines","2012",6,"Base 1991=100",110.6
"Producer Price Index","WPU01110208","Apples, Granny Smith","2012",6,"Base 1991=100",128.7
"Producer Price Index","WPU01110215","Apples, Red Delicious","2012",6,"Base 1991=100",201.9
"Producer Price Index","WPU01110216","Apples, McIntosh","2012",6,"Base 1982=100",200.4
"Producer Price Index","WPU01110219","Peaches","2012",6,"Base 1982=100",176.8
"Producer Price Index","WPU01110221","Pears","2012",6,"Base 1982=100",98.4
"Producer Price Index","WPU01110222","Strawberries","2012",6,"Base 1982=100",112.1
"Producer Price Index","WPU01110224","Raspberries","2012",6,"Base 1991=100",25.4
"Producer Price Index","WPU01110225","Blackberries","2012",6,"Base 1991=100",44.8
"Producer Price Index","WPU011103","All melons","2012",6,"Base 1991=100",105.9
"Producer Price Index","WPU01110301","Cantaloupes","2012",6,"Base 1982=100",150.7
"Producer Price Index","WPU01110302","Honeydews","2012",6,"Base 1991=100",127.1
"Producer Price Index","WPU01110303","Watermelons","2012",6,"Base 1991=100",150.3
"Producer Price Index","WPU0113","All fresh and dry vegetables","2012",6,"Base 1982=100",165.4
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2012",6,"Base 1982=100",242.6
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2012",6,"Base 1982=100",156.2
"Producer Price Index","WPU01130211","Cabbage","2012",6,"Base 1982=100",196.8
"Producer Price Index","WPU01130212","Carrots","2012",6,"Base 1982=100",182.4
"Producer Price Index","WPU01130213","Celery","2012",6,"Base 1982=100",159.6
"Producer Price Index","WPU01130214","Sweet corn","2012",6,"Base 1982=100",104.7
"Producer Price Index","WPU01130215","Lettuce","2012",6,"Base 1982=100",171.9
"Producer Price Index","WPU01130216","Onions, dry","2012",6,"Base 1982=100",141.7
"Producer Price Index","WPU01130217","Tomatoes","2012",6,"Base 1982=100",148.1
"Producer Price Index","WPU01130218","Snap beans","2012",6,"Base 1982=100",221.9
"Producer Price Index","WPU01130222","Broccoli","2012",6,"Base 1991=100",200.6
"Producer Price Index","WPU01130223","Cauliflower","2012",6,"Base 1991=100",60.1
"Producer Price Index","WPU01130224","Spinach","2012",6,"Base 1991=100",365.9
"Producer Price Index","WPU01130225","Greens","2012",6,"Base 1991=100",163.1
"Producer Price Index","WPU01130226","Endive","2012",6,"Base 1991=100",622
"Producer Price Index","WPU01130228","Green peppers","2012",6,"Base 1991=100",373.8
"Producer Price Index","WPU01130229","Eggplant","2012",6,"Base 1991=100",240.1
"Producer Price Index","WPU01130231","Squash","2012",6,"Base 1991=100",166.2
"Producer Price Index","WPU01130232","Beets","2012",6,"Base 1991=100",166.2
"Producer Price Index","WPU01130234","Cucumbers","2012",6,"Base 1991=100",251.4
"Producer Price Index","WPU011303","Sweet potatoes","2012",6,"Base 1982=100",118.6
"Producer Price Index","WPU011306","Potatoes, all","2012",6,"Base 2011=100",94.7
"Producer Price Index","WPU01130601","Potatoes, long white","2012",6,"Base 1991=100",120.3
"Producer Price Index","WPU01130603","Potatoes, russet","2012",6,"Base 1991=100",146.7
"Producer Price Index","WPU01130604","Potatoes, round red","2012",6,"Base 1991=100",135.2
"Producer Price Index","WPU0119","All tree nuts","2012",6,"Base 1982=100",1080.6
"Producer Price Index","WPU01190101","Pecans","2012",6,"Base 1982=100",882.8
"Producer Price Index","WPU01190102","Almonds","2012",6,"Base 1991=100",244.1
"Producer Price Index","WPU01190103","Filberts","2012",6,"Base 1991=100",276.7
"Producer Price Index","WPU01190104","Walnuts","2012",6,"Base 1991=100",320.1
"Producer Price Index","WPU02","All processed foods and feeds","2012",6,"Base 1982=100",203.7
"Producer Price Index","WPU024","All processed fruits and vegetables","2012",6,"Base 1982=100",191.7
"Producer Price Index","WPU0241","All canned fruits and juices","2012",6,"Base 1982=100",203.1
"Producer Price Index","WPU024101","Canned fruits, excluding baby foods","2012",6,"Base 1982=100",188.4
"Producer Price Index","WPU024102","Canned and fresh fruit juices, nectars, and concentrates","2012",6,"Base 1982=100",213.6
"Producer Price Index","WPU0242","All frozen fruits, juices and ades","2012",6,"Base 1982=100",191
"Producer Price Index","WPU024202","Frozen fruits","2012",6,"Base 1982=100",233.7
"Producer Price Index","WPU0244","All canned vegetables and juices","2012",6,"Base 1982=100",172.9
"Producer Price Index","WPU02440102","Canned vegetables","2012",6,"Base 1987=100",188.8
"Producer Price Index","WPU02440127","Canned catsup and other tomato based sauces","2012",6,"Base 1987=100",155.5
"Producer Price Index","WPU0245","All frozen vegetables","2012",6,"Base 1982=100",194.5
"Producer Price Index","WPU024502","Frozen potato products","2012",6,"Base 1990=100",191.2
"Producer Price Index","WPU024505","Frozen vegetables, other than potato products","2012",6,"Base 1990=100",137.7
"Producer Price Index","WPU0282","Pickles and other pickled products, including horseradish","2012",6,"Base 1982=100",221
"Producer Price Index","WPU02840102","Canned dry beans","2012",6,"Base 1982=100",159.5
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2012",6,"Base 1985=100",212.5
"Average retail price","APU0000711211","Bananas","2012",5,"Dollars per pound",0.599
"Average retail price","APU0000711311","Oranges, navel","2012",5,"Dollars per pound",0.968
"Average retail price","APU0000711411","Grapefruit","2012",5,"Dollars per pound",1.044
"Average retail price","APU0000711412","Lemons","2012",5,"Dollars per pound",1.596
"Average retail price","APU0000711415","Strawberries","2012",5,"Dollars per 12 oz.",1.653
"Average retail price","APU0000712112","Potatoes, white","2012",5,"Dollars per pound",0.675
"Average retail price","APU0000712211","Lettuce, iceberg","2012",5,"Dollars per pound",0.826
"Average retail price","APU0000712311","Tomatoes, field grown","2012",5,"Dollars per pound",1.336
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2012",5,"Dollars per 16 oz.",2.642
"Average retail price","APU0000714233","Beans, dried","2012",5,"Dollars per pound",1.426
"Average retail price","APU0000718311","Potato chips","2012",5,"Dollars per 16 oz.",5.2
"Average retail price","APU0000FL2101","Lettuce, romaine","2012",5,"Dollars per pound",1.422
"Consumer Price Index","CUUR0000SAF1","Food","2012",5,"Base 1982-84=100",233.339
"Consumer Price Index","CUUR0000SAF11","Food at home","2012",5,"Base 1982-84=100",231.518
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2012",5,"Base 1982-84=100",322.096
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2012",5,"Base 1982-84=100",341.11
"Consumer Price Index","CUUR0000SEFK01","Apples","2012",5,"Base 1982-84=100",315.579
"Consumer Price Index","CUUR0000SEFK02","Bananas","2012",5,"Base 1982-84=100",205.137
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2012",5,"Base December 1997=100",203.901
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2012",5,"Base December 1997=100",120.414
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2012",5,"Base 1982-84=100",301.186
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2012",5,"Base 1982-84=100",329.512
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2012",5,"Base 1982-84=100",275.424
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2012",5,"Base 1982-84=100",279.499
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2012",5,"Base 1982-84=100",310.607
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2012",5,"Base December 1997=100",157.705
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2012",5,"Base December 1997=100",151.631
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2012",5,"Base December 1997=100",127.406
"Consumer Price Index","CUUR0000SEFV","Food away from home","2012",5,"Base 1982-84=100",237.262
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2012",5,"Base 1982-84=100",401.107
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2012",5,"Base December 1997=100",149.381
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2012",5,"Base 1982-84=100",211.146
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2012",5,"Base December 1997=100",170.267
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2012",5,"Base December 1997=100",197.342
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2012",5,"Base December 1997=100",134.842
"Consumer Price Index","CUUR0000SS18064","Prepared salads","2012",5,"Base 1982-84=100",112.027
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2012",5,"Base 1982=100",208.5
"Producer Price Index","WPU01","All farm products","2012",5,"Base 1982=100",185.1
"Producer Price Index","WPU0111","All fresh fruits and melons","2012",5,"Base 1982=100",111.2
"Producer Price Index","WPU011101","All citrus fruits","2012",5,"Base 1982=100",175.1
"Producer Price Index","WPU01110101","Grapefruits","2012",5,"Base 1982=100",318.2
"Producer Price Index","WPU01110104","Lemons","2012",5,"Base 1982=100",255.4
"Producer Price Index","WPU01110105","Oranges, Valencia","2012",5,"Base 1982=100",107.2
"Producer Price Index","WPU01110106","Oranges, navel","2012",5,"Base 1982=100",155.4
"Producer Price Index","WPU011102","All other fruits and berries","2012",5,"Base 1982=100",106.7
"Producer Price Index","WPU01110208","Apples, Granny Smith","2012",5,"Base 1991=100",127.3
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2012",5,"Base 1991=100",140.8
"Producer Price Index","WPU01110215","Apples, Red Delicious","2012",5,"Base 1991=100",191.8
"Producer Price Index","WPU01110216","Apples, McIntosh","2012",5,"Base 1982=100",164.3
"Producer Price Index","WPU01110221","Pears","2012",5,"Base 1982=100",86.9
"Producer Price Index","WPU01110222","Strawberries","2012",5,"Base 1982=100",122.8
"Producer Price Index","WPU01110224","Raspberries","2012",5,"Base 1991=100",31.8
"Producer Price Index","WPU011103","All melons","2012",5,"Base 1991=100",109.3
"Producer Price Index","WPU01110301","Cantaloupes","2012",5,"Base 1982=100",159.2
"Producer Price Index","WPU01110303","Watermelons","2012",5,"Base 1991=100",158.8
"Producer Price Index","WPU0113","All fresh and dry vegetables","2012",5,"Base 1982=100",162
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2012",5,"Base 1982=100",239.9
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2012",5,"Base 1982=100",144.2
"Producer Price Index","WPU01130211","Cabbage","2012",5,"Base 1982=100",185.9
"Producer Price Index","WPU01130212","Carrots","2012",5,"Base 1982=100",182.6
"Producer Price Index","WPU01130213","Celery","2012",5,"Base 1982=100",220
"Producer Price Index","WPU01130214","Sweet corn","2012",5,"Base 1982=100",98.7
"Producer Price Index","WPU01130215","Lettuce","2012",5,"Base 1982=100",166.1
"Producer Price Index","WPU01130216","Onions, dry","2012",5,"Base 1982=100",155.8
"Producer Price Index","WPU01130217","Tomatoes","2012",5,"Base 1982=100",134.9
"Producer Price Index","WPU01130218","Snap beans","2012",5,"Base 1982=100",226.6
"Producer Price Index","WPU01130222","Broccoli","2012",5,"Base 1991=100",126.6
"Producer Price Index","WPU01130223","Cauliflower","2012",5,"Base 1991=100",50.6
"Producer Price Index","WPU01130224","Spinach","2012",5,"Base 1991=100",272.9
"Producer Price Index","WPU01130225","Greens","2012",5,"Base 1991=100",161.8
"Producer Price Index","WPU01130226","Endive","2012",5,"Base 1991=100",580
"Producer Price Index","WPU01130228","Green peppers","2012",5,"Base 1991=100",286.1
"Producer Price Index","WPU01130229","Eggplant","2012",5,"Base 1991=100",201.8
"Producer Price Index","WPU01130231","Squash","2012",5,"Base 1991=100",173.3
"Producer Price Index","WPU01130232","Beets","2012",5,"Base 1991=100",146.9
"Producer Price Index","WPU01130234","Cucumbers","2012",5,"Base 1991=100",277.8
"Producer Price Index","WPU011303","Sweet potatoes","2012",5,"Base 1982=100",118.9
"Producer Price Index","WPU011306","Potatoes, all","2012",5,"Base 2011=100",107.6
"Producer Price Index","WPU01130601","Potatoes, long white","2012",5,"Base 1991=100",168.4
"Producer Price Index","WPU01130602","Potatoes, round white","2012",5,"Base 1991=100",231
"Producer Price Index","WPU01130603","Potatoes, russet","2012",5,"Base 1991=100",166.4
"Producer Price Index","WPU01130604","Potatoes, round red","2012",5,"Base 1991=100",148.7
"Producer Price Index","WPU0119","All tree nuts","2012",5,"Base 1982=100",1080.6
"Producer Price Index","WPU01190101","Pecans","2012",5,"Base 1982=100",882.8
"Producer Price Index","WPU01190102","Almonds","2012",5,"Base 1991=100",244.1
"Producer Price Index","WPU01190103","Filberts","2012",5,"Base 1991=100",276.7
"Producer Price Index","WPU01190104","Walnuts","2012",5,"Base 1991=100",320.1
"Producer Price Index","WPU02","All processed foods and feeds","2012",5,"Base 1982=100",202.8
"Producer Price Index","WPU024","All processed fruits and vegetables","2012",5,"Base 1982=100",191.8
"Producer Price Index","WPU0241","All canned fruits and juices","2012",5,"Base 1982=100",203.7
"Producer Price Index","WPU024101","Canned fruits, excluding baby foods","2012",5,"Base 1982=100",189.2
"Producer Price Index","WPU024102","Canned and fresh fruit juices, nectars, and concentrates","2012",5,"Base 1982=100",214.1
"Producer Price Index","WPU0242","All frozen fruits, juices and ades","2012",5,"Base 1982=100",201.1
"Producer Price Index","WPU024202","Frozen fruits","2012",5,"Base 1982=100",226.8
"Producer Price Index","WPU0244","All canned vegetables and juices","2012",5,"Base 1982=100",170.7
"Producer Price Index","WPU02440102","Canned vegetables","2012",5,"Base 1987=100",186.4
"Producer Price Index","WPU02440127","Canned catsup and other tomato based sauces","2012",5,"Base 1987=100",153.4
"Producer Price Index","WPU0245","All frozen vegetables","2012",5,"Base 1982=100",194.1
"Producer Price Index","WPU024502","Frozen potato products","2012",5,"Base 1990=100",190.6
"Producer Price Index","WPU024505","Frozen vegetables, other than potato products","2012",5,"Base 1990=100",137.7
"Producer Price Index","WPU0282","Pickles and other pickled products, including horseradish","2012",5,"Base 1982=100",220.9
"Producer Price Index","WPU02840102","Canned dry beans","2012",5,"Base 1982=100",159.8
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2012",5,"Base 1985=100",212.6
"Average retail price","APU0000711211","Bananas","2012",4,"Dollars per pound",0.603
"Average retail price","APU0000711311","Oranges, navel","2012",4,"Dollars per pound",0.91
"Average retail price","APU0000711411","Grapefruit","2012",4,"Dollars per pound",0.937
"Average retail price","APU0000711412","Lemons","2012",4,"Dollars per pound",1.517
"Average retail price","APU0000711415","Strawberries","2012",4,"Dollars per 12 oz.",1.807
"Average retail price","APU0000712112","Potatoes, white","2012",4,"Dollars per pound",0.69
"Average retail price","APU0000712211","Lettuce, iceberg","2012",4,"Dollars per pound",0.783
"Average retail price","APU0000712311","Tomatoes, field grown","2012",4,"Dollars per pound",1.388
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2012",4,"Dollars per 16 oz.",2.781
"Average retail price","APU0000714233","Beans, dried","2012",4,"Dollars per pound",1.451
"Average retail price","APU0000718311","Potato chips","2012",4,"Dollars per 16 oz.",5.01
"Average retail price","APU0000FL2101","Lettuce, romaine","2012",4,"Dollars per pound",1.47
"Consumer Price Index","CUUR0000SAF1","Food","2012",4,"Base 1982-84=100",233.234
"Consumer Price Index","CUUR0000SAF11","Food at home","2012",4,"Base 1982-84=100",231.711
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2012",4,"Base 1982-84=100",320.327
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2012",4,"Base 1982-84=100",335.299
"Consumer Price Index","CUUR0000SEFK01","Apples","2012",4,"Base 1982-84=100",312.01
"Consumer Price Index","CUUR0000SEFK02","Bananas","2012",4,"Base 1982-84=100",206.299
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2012",4,"Base December 1997=100",198.018
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2012",4,"Base December 1997=100",117.832
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2012",4,"Base 1982-84=100",303.493
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2012",4,"Base 1982-84=100",331.105
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2012",4,"Base 1982-84=100",270.771
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2012",4,"Base 1982-84=100",289.98
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2012",4,"Base 1982-84=100",312.339
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2012",4,"Base December 1997=100",156.965
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2012",4,"Base December 1997=100",149.05
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2012",4,"Base December 1997=100",128.182
"Consumer Price Index","CUUR0000SEFV","Food away from home","2012",4,"Base 1982-84=100",236.695
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2012",4,"Base 1982-84=100",382.294
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2012",4,"Base December 1997=100",149.428
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2012",4,"Base 1982-84=100",205.265
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2012",4,"Base December 1997=100",171.319
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2012",4,"Base December 1997=100",197.966
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2012",4,"Base December 1997=100",138.611
"Consumer Price Index","CUUR0000SS18064","Prepared salads","2012",4,"Base 1982-84=100",109.833
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2012",4,"Base 1982=100",208.1
"Producer Price Index","WPU01","All farm products","2012",4,"Base 1982=100",187
"Producer Price Index","WPU0111","All fresh fruits and melons","2012",4,"Base 1982=100",119.7
"Producer Price Index","WPU011101","All citrus fruits","2012",4,"Base 1982=100",150.7
"Producer Price Index","WPU01110101","Grapefruits","2012",4,"Base 1982=100",260.1
"Producer Price Index","WPU01110104","Lemons","2012",4,"Base 1982=100",230.2
"Producer Price Index","WPU01110105","Oranges, Valencia","2012",4,"Base 1982=100",98.9
"Producer Price Index","WPU01110106","Oranges, navel","2012",4,"Base 1982=100",123
"Producer Price Index","WPU011102","All other fruits and berries","2012",4,"Base 1982=100",120.6
"Producer Price Index","WPU01110208","Apples, Granny Smith","2012",4,"Base 1991=100",127.3
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2012",4,"Base 1991=100",140.5
"Producer Price Index","WPU01110215","Apples, Red Delicious","2012",4,"Base 1991=100",194.9
"Producer Price Index","WPU01110216","Apples, McIntosh","2012",4,"Base 1982=100",166.4
"Producer Price Index","WPU01110221","Pears","2012",4,"Base 1982=100",92.6
"Producer Price Index","WPU01110222","Strawberries","2012",4,"Base 1982=100",160.1
"Producer Price Index","WPU01110224","Raspberries","2012",4,"Base 1991=100",52.7
"Producer Price Index","WPU011103","All melons","2012",4,"Base 1991=100",119.1
"Producer Price Index","WPU01110301","Cantaloupes","2012",4,"Base 1982=100",120.8
"Producer Price Index","WPU0113","All fresh and dry vegetables","2012",4,"Base 1982=100",157.8
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2012",4,"Base 1982=100",240.7
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2012",4,"Base 1982=100",133.7
"Producer Price Index","WPU01130211","Cabbage","2012",4,"Base 1982=100",167.4
"Producer Price Index","WPU01130212","Carrots","2012",4,"Base 1982=100",189.9
"Producer Price Index","WPU01130213","Celery","2012",4,"Base 1982=100",159.7
"Producer Price Index","WPU01130214","Sweet corn","2012",4,"Base 1982=100",121.1
"Producer Price Index","WPU01130215","Lettuce","2012",4,"Base 1982=100",121.4
"Producer Price Index","WPU01130216","Onions, dry","2012",4,"Base 1982=100",155
"Producer Price Index","WPU01130217","Tomatoes","2012",4,"Base 1982=100",115.6
"Producer Price Index","WPU01130218","Snap beans","2012",4,"Base 1982=100",281.1
"Producer Price Index","WPU01130222","Broccoli","2012",4,"Base 1991=100",105.4
"Producer Price Index","WPU01130223","Cauliflower","2012",4,"Base 1991=100",36.2
"Producer Price Index","WPU01130224","Spinach","2012",4,"Base 1991=100",363
"Producer Price Index","WPU01130225","Greens","2012",4,"Base 1991=100",163
"Producer Price Index","WPU01130226","Endive","2012",4,"Base 1991=100",496.6
"Producer Price Index","WPU01130228","Green peppers","2012",4,"Base 1991=100",292
"Producer Price Index","WPU01130229","Eggplant","2012",4,"Base 1991=100",326.1
"Producer Price Index","WPU01130231","Squash","2012",4,"Base 1991=100",157.5
"Producer Price Index","WPU01130232","Beets","2012",4,"Base 1991=100",146.9
"Producer Price Index","WPU01130234","Cucumbers","2012",4,"Base 1991=100",276
"Producer Price Index","WPU011303","Sweet potatoes","2012",4,"Base 1982=100",117.1
"Producer Price Index","WPU011306","Potatoes, all","2012",4,"Base 2011=100",115.4
"Producer Price Index","WPU01130602","Potatoes, round white","2012",4,"Base 1991=100",243.8
"Producer Price Index","WPU01130603","Potatoes, russet","2012",4,"Base 1991=100",176.8
"Producer Price Index","WPU01130604","Potatoes, round red","2012",4,"Base 1991=100",158.7
"Producer Price Index","WPU0119","All tree nuts","2012",4,"Base 1982=100",1092.7
"Producer Price Index","WPU01190101","Pecans","2012",4,"Base 1982=100",956.4
"Producer Price Index","WPU01190102","Almonds","2012",4,"Base 1991=100",244.1
"Producer Price Index","WPU01190103","Filberts","2012",4,"Base 1991=100",276.7
"Producer Price Index","WPU01190104","Walnuts","2012",4,"Base 1991=100",320.1
"Producer Price Index","WPU02","All processed foods and feeds","2012",4,"Base 1982=100",202.3
"Producer Price Index","WPU024","All processed fruits and vegetables","2012",4,"Base 1982=100",191.5
"Producer Price Index","WPU0241","All canned fruits and juices","2012",4,"Base 1982=100",202.4
"Producer Price Index","WPU024101","Canned fruits, excluding baby foods","2012",4,"Base 1982=100",186.3
"Producer Price Index","WPU024102","Canned and fresh fruit juices, nectars, and concentrates","2012",4,"Base 1982=100",213.6
"Producer Price Index","WPU0242","All frozen fruits, juices and ades","2012",4,"Base 1982=100",199
"Producer Price Index","WPU024202","Frozen fruits","2012",4,"Base 1982=100",218.8
"Producer Price Index","WPU0244","All canned vegetables and juices","2012",4,"Base 1982=100",171.5
"Producer Price Index","WPU02440102","Canned vegetables","2012",4,"Base 1987=100",186.5
"Producer Price Index","WPU02440127","Canned catsup and other tomato based sauces","2012",4,"Base 1987=100",154.6
"Producer Price Index","WPU0245","All frozen vegetables","2012",4,"Base 1982=100",194.1
"Producer Price Index","WPU024502","Frozen potato products","2012",4,"Base 1990=100",190.6
"Producer Price Index","WPU024505","Frozen vegetables, other than potato products","2012",4,"Base 1990=100",137.6
"Producer Price Index","WPU0282","Pickles and other pickled products, including horseradish","2012",4,"Base 1982=100",220.9
"Producer Price Index","WPU02840102","Canned dry beans","2012",4,"Base 1982=100",159.8
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2012",4,"Base 1985=100",212.6
"Average retail price","APU0000711211","Bananas","2012",3,"Dollars per pound",0.607
"Average retail price","APU0000711311","Oranges, navel","2012",3,"Dollars per pound",0.85
"Average retail price","APU0000711411","Grapefruit","2012",3,"Dollars per pound",0.872
"Average retail price","APU0000711412","Lemons","2012",3,"Dollars per pound",1.474
"Average retail price","APU0000711415","Strawberries","2012",3,"Dollars per 12 oz.",1.893
"Average retail price","APU0000712112","Potatoes, white","2012",3,"Dollars per pound",0.68
"Average retail price","APU0000712211","Lettuce, iceberg","2012",3,"Dollars per pound",0.805
