"Table","Year","Data_item","Region","State","Value","Units"
"Milk production",1974,"Percent of U.S. milk production","Northeast","Total region",20.02,"Percent"
"Milk production",1974,"Milk production","Lake States","Michigan",4350,"Million pounds"
"Milk production",1974,"Milk production","Lake States","Minnesota",9382,"Million pounds"
"Milk production",1974,"Milk production","Lake States","Wisconsin",18713,"Million pounds"
"Milk production",1974,"Milk production","Lake States","Total region",32445,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","Lake States","Michigan",3.76,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Lake States","Minnesota",8.12,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Lake States","Wisconsin",16.19,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Lake States","Total region",28.07,"Percent"
"Milk production",1974,"Milk production","Corn Belt","Illinois",2522,"Million pounds"
"Milk production",1974,"Milk production","Corn Belt","Indiana",2260,"Million pounds"
"Milk production",1974,"Milk production","Corn Belt","Iowa",4025,"Million pounds"
"Milk production",1974,"Milk production","Corn Belt","Missouri",2989,"Million pounds"
"Milk production",1974,"Milk production","Corn Belt","Ohio",4221,"Million pounds"
"Milk production",1974,"Milk production","Corn Belt","Total region",16017,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","Corn Belt","Illinois",2.18,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Corn Belt","Indiana",1.96,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Corn Belt","Iowa",3.48,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Corn Belt","Missouri",2.59,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Corn Belt","Ohio",3.65,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Corn Belt","Total region",13.86,"Percent"
"Milk production",1974,"Milk production","Northern Plains","Kansas",1403,"Million pounds"
"Milk production",1974,"Milk production","Northern Plains","Nebraska",1477,"Million pounds"
"Milk production",1974,"Milk production","Northern Plains","North Dakota",980,"Million pounds"
"Milk production",1974,"Milk production","Northern Plains","South Dakota",1642,"Million pounds"
"Milk production",1974,"Milk production","Northern Plains","Total region",5502,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","Northern Plains","Kansas",1.21,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Northern Plains","Nebraska",1.28,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Northern Plains","North Dakota",0.85,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Northern Plains","South Dakota",1.42,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Northern Plains","Total region",4.76,"Percent"
"Milk production",1974,"Milk production","Appalachia","Kentucky",2370,"Million pounds"
"Milk production",1974,"Milk production","Appalachia","North Carolina",1462,"Million pounds"
"Milk production",1974,"Milk production","Appalachia","Tennessee",1971,"Million pounds"
"Milk production",1974,"Milk production","Appalachia","Virginia",1705,"Million pounds"
"Milk production",1974,"Milk production","Appalachia","West Virginia",350,"Million pounds"
"Milk production",1974,"Milk production","Appalachia","Total region",7858,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","Appalachia","Kentucky",2.05,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Appalachia","North Carolina",1.26,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Appalachia","Tennessee",1.71,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Appalachia","Virginia",1.48,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Appalachia","West Virginia",0.3,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Appalachia","Total region",6.8,"Percent"
"Milk production",1974,"Milk production","Southeast","Alabama",708,"Million pounds"
"Milk production",1974,"Milk production","Southeast","Florida",1875,"Million pounds"
"Milk production",1974,"Milk production","Southeast","Georgia",1190,"Million pounds"
"Milk production",1974,"Milk production","Southeast","South Carolina",515,"Million pounds"
"Milk production",1974,"Milk production","Southeast","Total region",4288,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","Southeast","Alabama",0.61,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Southeast","Florida",1.62,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Southeast","Georgia",1.03,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Southeast","South Carolina",0.45,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Southeast","Total region",3.71,"Percent"
"Milk production",1974,"Milk production","Delta States","Arkansas",706,"Million pounds"
"Milk production",1974,"Milk production","Delta States","Louisiana",1059,"Million pounds"
"Milk production",1974,"Milk production","Delta States","Mississippi",907,"Million pounds"
"Milk production",1974,"Milk production","Delta States","Total region",2672,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","Delta States","Arkansas",0.61,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Delta States","Louisiana",0.92,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Delta States","Mississippi",0.78,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Delta States","Total region",2.31,"Percent"
"Milk production",1974,"Milk production","Southern Plains","Oklahoma",1137,"Million pounds"
"Milk production",1974,"Milk production","Southern Plains","Texas",3380,"Million pounds"
"Milk production",1974,"Milk production","Southern Plains","Total region",4517,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","Southern Plains","Oklahoma",0.98,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Southern Plains","Texas",2.92,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Southern Plains","Total region",3.91,"Percent"
"Milk production",1974,"Milk production","Mountain Region","Arizona",810,"Million pounds"
"Milk production",1974,"Milk production","Mountain Region","Colorado",866,"Million pounds"
"Milk production",1974,"Milk production","Mountain Region","Idaho",1555,"Million pounds"
"Milk production",1974,"Milk production","Mountain Region","Montana",294,"Million pounds"
"Milk production",1974,"Milk production","Mountain Region","Nevada",167,"Million pounds"
"Milk production",1974,"Milk production","Mountain Region","New Mexico",338,"Million pounds"
"Milk production",1974,"Milk production","Mountain Region","Utah",925,"Million pounds"
"Milk production",1974,"Milk production","Mountain Region","Wyoming",123,"Million pounds"
"Milk production",1974,"Milk production","Mountain Region","Total region",5078,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","Mountain Region","Arizona",0.7,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Mountain Region","Colorado",0.75,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Mountain Region","Idaho",1.35,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Mountain Region","Montana",0.25,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Mountain Region","Nevada",0.14,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Mountain Region","New Mexico",0.29,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Mountain Region","Utah",0.8,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Mountain Region","Wyoming",0.11,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Mountain Region","Total region",4.39,"Percent"
"Milk production",1974,"Milk production","West Coast","California",10596,"Million pounds"
"Milk production",1974,"Milk production","West Coast","Oregon",1004,"Million pounds"
"Milk production",1974,"Milk production","West Coast","Washington",2312,"Million pounds"
"Milk production",1974,"Milk production","West Coast","Total region",13912,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","West Coast","California",9.17,"Percent"
"Milk production",1974,"Percent of U.S. milk production","West Coast","Oregon",0.87,"Percent"
"Milk production",1974,"Percent of U.S. milk production","West Coast","Washington",2,"Percent"
"Milk production",1974,"Percent of U.S. milk production","West Coast","Total region",12.04,"Percent"
"Milk production",1974,"Milk production","Other States","Alaska",18.1,"Million pounds"
"Milk production",1974,"Milk production","Other States","Hawaii",139,"Million pounds"
"Milk production",1974,"Milk production","Other States","Total region",157.1,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","Other States","Alaska",0.02,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Other States","Hawaii",0.12,"Percent"
"Milk production",1974,"Percent of U.S. milk production","Other States","Total region",0.14,"Percent"
"Milk production",1974,"Milk production","United States","Total region",115586,"Million pounds"
"Milk production",1974,"Percent of U.S. milk production","United States","Total region",100,"Percent"
"Milk production",1975,"Milk production","Northeast","Connecticut",608,"Million pounds"
"Milk production",1975,"Milk production","Northeast","Delaware",127,"Million pounds"
"Milk production",1975,"Milk production","Northeast","Maine",629,"Million pounds"
"Milk production",1975,"Milk production","Northeast","Maryland",1550,"Million pounds"
"Milk production",1975,"Milk production","Northeast","Massachusetts",601,"Million pounds"
"Milk production",1975,"Milk production","Northeast","New Hampshire",336,"Million pounds"
"Milk production",1975,"Milk production","Northeast","New Jersey",528,"Million pounds"
"Milk production",1975,"Milk production","Northeast","New York",9964,"Million pounds"
"Milk production",1975,"Milk production","Northeast","Pennsylvania",7140,"Million pounds"
"Milk production",1975,"Milk production","Northeast","Rhode Island",63,"Million pounds"
"Milk production",1975,"Milk production","Northeast","Vermont",2009,"Million pounds"
"Milk production",1975,"Milk production","Northeast","Total region",23555,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","Northeast","Connecticut",0.53,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","Delaware",0.11,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","Maine",0.55,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","Maryland",1.34,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","Massachusetts",0.52,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","New Hampshire",0.29,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","New Jersey",0.46,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","New York",8.63,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","Pennsylvania",6.19,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","Rhode Island",0.05,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","Vermont",1.74,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northeast","Total region",20.41,"Percent"
"Milk production",1975,"Milk production","Lake States","Michigan",4411,"Million pounds"
"Milk production",1975,"Milk production","Lake States","Minnesota",8946,"Million pounds"
"Milk production",1975,"Milk production","Lake States","Wisconsin",18900,"Million pounds"
"Milk production",1975,"Milk production","Lake States","Total region",32257,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","Lake States","Michigan",3.82,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Lake States","Minnesota",7.75,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Lake States","Wisconsin",16.38,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Lake States","Total region",27.95,"Percent"
"Milk production",1975,"Milk production","Corn Belt","Illinois",2446,"Million pounds"
"Milk production",1975,"Milk production","Corn Belt","Indiana",2210,"Million pounds"
"Milk production",1975,"Milk production","Corn Belt","Iowa",3893,"Million pounds"
"Milk production",1975,"Milk production","Corn Belt","Missouri",2840,"Million pounds"
"Milk production",1975,"Milk production","Corn Belt","Ohio",4259,"Million pounds"
"Milk production",1975,"Milk production","Corn Belt","Total region",15648,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","Corn Belt","Illinois",2.12,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Corn Belt","Indiana",1.92,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Corn Belt","Iowa",3.37,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Corn Belt","Missouri",2.46,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Corn Belt","Ohio",3.69,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Corn Belt","Total region",13.56,"Percent"
"Milk production",1975,"Milk production","Northern Plains","Kansas",1392,"Million pounds"
"Milk production",1975,"Milk production","Northern Plains","Nebraska",1431,"Million pounds"
"Milk production",1975,"Milk production","Northern Plains","North Dakota",917,"Million pounds"
"Milk production",1975,"Milk production","Northern Plains","South Dakota",1556,"Million pounds"
"Milk production",1975,"Milk production","Northern Plains","Total region",5296,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","Northern Plains","Kansas",1.21,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northern Plains","Nebraska",1.24,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northern Plains","North Dakota",0.79,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northern Plains","South Dakota",1.35,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Northern Plains","Total region",4.59,"Percent"
"Milk production",1975,"Milk production","Appalachia","Kentucky",2319,"Million pounds"
"Milk production",1975,"Milk production","Appalachia","North Carolina",1498,"Million pounds"
"Milk production",1975,"Milk production","Appalachia","Tennessee",2031,"Million pounds"
"Milk production",1975,"Milk production","Appalachia","Virginia",1755,"Million pounds"
"Milk production",1975,"Milk production","Appalachia","West Virginia",350,"Million pounds"
"Milk production",1975,"Milk production","Appalachia","Total region",7953,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","Appalachia","Kentucky",2.01,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Appalachia","North Carolina",1.3,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Appalachia","Tennessee",1.76,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Appalachia","Virginia",1.52,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Appalachia","West Virginia",0.3,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Appalachia","Total region",6.89,"Percent"
"Milk production",1975,"Milk production","Southeast","Alabama",686,"Million pounds"
"Milk production",1975,"Milk production","Southeast","Florida",1956,"Million pounds"
"Milk production",1975,"Milk production","Southeast","Georgia",1221,"Million pounds"
"Milk production",1975,"Milk production","Southeast","South Carolina",512,"Million pounds"
"Milk production",1975,"Milk production","Southeast","Total region",4375,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","Southeast","Alabama",0.59,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Southeast","Florida",1.7,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Southeast","Georgia",1.06,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Southeast","South Carolina",0.44,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Southeast","Total region",3.79,"Percent"
"Milk production",1975,"Milk production","Delta States","Arkansas",707,"Million pounds"
"Milk production",1975,"Milk production","Delta States","Louisiana",1054,"Million pounds"
"Milk production",1975,"Milk production","Delta States","Mississippi",876,"Million pounds"
"Milk production",1975,"Milk production","Delta States","Total region",2637,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","Delta States","Arkansas",0.61,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Delta States","Louisiana",0.91,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Delta States","Mississippi",0.76,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Delta States","Total region",2.29,"Percent"
"Milk production",1975,"Milk production","Southern Plains","Oklahoma",1060,"Million pounds"
"Milk production",1975,"Milk production","Southern Plains","Texas",3208,"Million pounds"
"Milk production",1975,"Milk production","Southern Plains","Total region",4268,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","Southern Plains","Oklahoma",0.92,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Southern Plains","Texas",2.78,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Southern Plains","Total region",3.7,"Percent"
"Milk production",1975,"Milk production","Mountain Region","Arizona",840,"Million pounds"
"Milk production",1975,"Milk production","Mountain Region","Colorado",845,"Million pounds"
"Milk production",1975,"Milk production","Mountain Region","Idaho",1555,"Million pounds"
"Milk production",1975,"Milk production","Mountain Region","Montana",278,"Million pounds"
"Milk production",1975,"Milk production","Mountain Region","Nevada",168,"Million pounds"
"Milk production",1975,"Milk production","Mountain Region","New Mexico",366,"Million pounds"
"Milk production",1975,"Milk production","Mountain Region","Utah",919,"Million pounds"
"Milk production",1975,"Milk production","Mountain Region","Wyoming",110,"Million pounds"
"Milk production",1975,"Milk production","Mountain Region","Total region",5081,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","Mountain Region","Arizona",0.73,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Mountain Region","Colorado",0.73,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Mountain Region","Idaho",1.35,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Mountain Region","Montana",0.24,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Mountain Region","Nevada",0.15,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Mountain Region","New Mexico",0.32,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Mountain Region","Utah",0.8,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Mountain Region","Wyoming",0.1,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Mountain Region","Total region",4.4,"Percent"
"Milk production",1975,"Milk production","West Coast","California",10853,"Million pounds"
"Milk production",1975,"Milk production","West Coast","Oregon",990,"Million pounds"
"Milk production",1975,"Milk production","West Coast","Washington",2322,"Million pounds"
"Milk production",1975,"Milk production","West Coast","Total region",14165,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","West Coast","California",9.4,"Percent"
"Milk production",1975,"Percent of U.S. milk production","West Coast","Oregon",0.86,"Percent"
"Milk production",1975,"Percent of U.S. milk production","West Coast","Washington",2.01,"Percent"
"Milk production",1975,"Percent of U.S. milk production","West Coast","Total region",12.27,"Percent"
"Milk production",1975,"Milk production","Other States","Alaska",16.8,"Million pounds"
"Milk production",1975,"Milk production","Other States","Hawaii",146,"Million pounds"
"Milk production",1975,"Milk production","Other States","Total region",162.8,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","Other States","Alaska",0.01,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Other States","Hawaii",0.13,"Percent"
"Milk production",1975,"Percent of U.S. milk production","Other States","Total region",0.14,"Percent"
"Milk production",1975,"Milk production","United States","Total region",115398,"Million pounds"
"Milk production",1975,"Percent of U.S. milk production","United States","Total region",100,"Percent"
"Milk production",1976,"Milk production","Northeast","Connecticut",616,"Million pounds"
"Milk production",1976,"Milk production","Northeast","Delaware",135,"Million pounds"
"Milk production",1976,"Milk production","Northeast","Maine",628,"Million pounds"
"Milk production",1976,"Milk production","Northeast","Maryland",1549,"Million pounds"
"Milk production",1976,"Milk production","Northeast","Massachusetts",598,"Million pounds"
"Milk production",1976,"Milk production","Northeast","New Hampshire",335,"Million pounds"
"Milk production",1976,"Milk production","Northeast","New Jersey",545,"Million pounds"
"Milk production",1976,"Milk production","Northeast","New York",10198,"Million pounds"
"Milk production",1976,"Milk production","Northeast","Pennsylvania",7507,"Million pounds"
"Milk production",1976,"Milk production","Northeast","Rhode Island",60,"Million pounds"
"Milk production",1976,"Milk production","Northeast","Vermont",2093,"Million pounds"
"Milk production",1976,"Milk production","Northeast","Total region",24264,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","Northeast","Connecticut",0.51,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","Delaware",0.11,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","Maine",0.52,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","Maryland",1.29,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","Massachusetts",0.5,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","New Hampshire",0.28,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","New Jersey",0.45,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","New York",8.49,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","Pennsylvania",6.25,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","Rhode Island",0.05,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","Vermont",1.74,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northeast","Total region",20.19,"Percent"
"Milk production",1976,"Milk production","Lake States","Michigan",4620,"Million pounds"
"Milk production",1976,"Milk production","Lake States","Minnesota",9239,"Million pounds"
"Milk production",1976,"Milk production","Lake States","Wisconsin",20296,"Million pounds"
"Milk production",1976,"Milk production","Lake States","Total region",34155,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","Lake States","Michigan",3.84,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Lake States","Minnesota",7.69,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Lake States","Wisconsin",16.89,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Lake States","Total region",28.42,"Percent"
"Milk production",1976,"Milk production","Corn Belt","Illinois",2485,"Million pounds"
"Milk production",1976,"Milk production","Corn Belt","Indiana",2240,"Million pounds"
"Milk production",1976,"Milk production","Corn Belt","Iowa",3954,"Million pounds"
"Milk production",1976,"Milk production","Corn Belt","Missouri",2919,"Million pounds"
"Milk production",1976,"Milk production","Corn Belt","Ohio",4435,"Million pounds"
"Milk production",1976,"Milk production","Corn Belt","Total region",16033,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","Corn Belt","Illinois",2.07,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Corn Belt","Indiana",1.86,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Corn Belt","Iowa",3.29,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Corn Belt","Missouri",2.43,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Corn Belt","Ohio",3.69,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Corn Belt","Total region",13.34,"Percent"
"Milk production",1976,"Milk production","Northern Plains","Kansas",1447,"Million pounds"
"Milk production",1976,"Milk production","Northern Plains","Nebraska",1409,"Million pounds"
"Milk production",1976,"Milk production","Northern Plains","North Dakota",948,"Million pounds"
"Milk production",1976,"Milk production","Northern Plains","South Dakota",1650,"Million pounds"
"Milk production",1976,"Milk production","Northern Plains","Total region",5454,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","Northern Plains","Kansas",1.2,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northern Plains","Nebraska",1.17,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northern Plains","North Dakota",0.79,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northern Plains","South Dakota",1.37,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Northern Plains","Total region",4.54,"Percent"
"Milk production",1976,"Milk production","Appalachia","Kentucky",2383,"Million pounds"
"Milk production",1976,"Milk production","Appalachia","North Carolina",1580,"Million pounds"
"Milk production",1976,"Milk production","Appalachia","Tennessee",2096,"Million pounds"
"Milk production",1976,"Milk production","Appalachia","Virginia",1877,"Million pounds"
"Milk production",1976,"Milk production","Appalachia","West Virginia",356,"Million pounds"
"Milk production",1976,"Milk production","Appalachia","Total region",8292,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","Appalachia","Kentucky",1.98,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Appalachia","North Carolina",1.31,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Appalachia","Tennessee",1.74,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Appalachia","Virginia",1.56,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Appalachia","West Virginia",0.3,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Appalachia","Total region",6.9,"Percent"
"Milk production",1976,"Milk production","Southeast","Alabama",682,"Million pounds"
"Milk production",1976,"Milk production","Southeast","Florida",2023,"Million pounds"
"Milk production",1976,"Milk production","Southeast","Georgia",1303,"Million pounds"
"Milk production",1976,"Milk production","Southeast","South Carolina",525,"Million pounds"
"Milk production",1976,"Milk production","Southeast","Total region",4533,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","Southeast","Alabama",0.57,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Southeast","Florida",1.68,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Southeast","Georgia",1.08,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Southeast","South Carolina",0.44,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Southeast","Total region",3.77,"Percent"
"Milk production",1976,"Milk production","Delta States","Arkansas",710,"Million pounds"
"Milk production",1976,"Milk production","Delta States","Louisiana",1088,"Million pounds"
"Milk production",1976,"Milk production","Delta States","Mississippi",862,"Million pounds"
"Milk production",1976,"Milk production","Delta States","Total region",2660,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","Delta States","Arkansas",0.59,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Delta States","Louisiana",0.91,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Delta States","Mississippi",0.72,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Delta States","Total region",2.21,"Percent"
"Milk production",1976,"Milk production","Southern Plains","Oklahoma",1102,"Million pounds"
"Milk production",1976,"Milk production","Southern Plains","Texas",3309,"Million pounds"
"Milk production",1976,"Milk production","Southern Plains","Total region",4411,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","Southern Plains","Oklahoma",0.92,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Southern Plains","Texas",2.75,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Southern Plains","Total region",3.67,"Percent"
"Milk production",1976,"Milk production","Mountain Region","Arizona",882,"Million pounds"
"Milk production",1976,"Milk production","Mountain Region","Colorado",835,"Million pounds"
"Milk production",1976,"Milk production","Mountain Region","Idaho",1554,"Million pounds"
"Milk production",1976,"Milk production","Mountain Region","Montana",275,"Million pounds"
"Milk production",1976,"Milk production","Mountain Region","Nevada",191,"Million pounds"
"Milk production",1976,"Milk production","Mountain Region","New Mexico",405,"Million pounds"
"Milk production",1976,"Milk production","Mountain Region","Utah",924,"Million pounds"
"Milk production",1976,"Milk production","Mountain Region","Wyoming",113,"Million pounds"
"Milk production",1976,"Milk production","Mountain Region","Total region",5179,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","Mountain Region","Arizona",0.73,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Mountain Region","Colorado",0.69,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Mountain Region","Idaho",1.29,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Mountain Region","Montana",0.23,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Mountain Region","Nevada",0.16,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Mountain Region","New Mexico",0.34,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Mountain Region","Utah",0.77,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Mountain Region","Wyoming",0.09,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Mountain Region","Total region",4.31,"Percent"
"Milk production",1976,"Milk production","West Coast","California",11583,"Million pounds"
"Milk production",1976,"Milk production","West Coast","Oregon",1024,"Million pounds"
"Milk production",1976,"Milk production","West Coast","Washington",2428,"Million pounds"
"Milk production",1976,"Milk production","West Coast","Total region",15035,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","West Coast","California",9.64,"Percent"
"Milk production",1976,"Percent of U.S. milk production","West Coast","Oregon",0.85,"Percent"
"Milk production",1976,"Percent of U.S. milk production","West Coast","Washington",2.02,"Percent"
"Milk production",1976,"Percent of U.S. milk production","West Coast","Total region",12.51,"Percent"
"Milk production",1976,"Milk production","Other States","Alaska",16,"Million pounds"
"Milk production",1976,"Milk production","Other States","Hawaii",148,"Million pounds"
"Milk production",1976,"Milk production","Other States","Total region",164,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","Other States","Alaska",0.01,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Other States","Hawaii",0.12,"Percent"
"Milk production",1976,"Percent of U.S. milk production","Other States","Total region",0.14,"Percent"
"Milk production",1976,"Milk production","United States","Total region",120180,"Million pounds"
"Milk production",1976,"Percent of U.S. milk production","United States","Total region",100,"Percent"
"Milk production",1977,"Milk production","Northeast","Connecticut",624,"Million pounds"
"Milk production",1977,"Milk production","Northeast","Delaware",139,"Million pounds"
"Milk production",1977,"Milk production","Northeast","Maine",638,"Million pounds"
