"Table","Year","Data_item","Region","State","Value","Units"
"Milk production",1977,"Milk production","Northeast","Maryland",1575,"Million pounds"
"Milk production",1977,"Milk production","Northeast","Massachusetts",597,"Million pounds"
"Milk production",1977,"Milk production","Northeast","New Hampshire",339,"Million pounds"
"Milk production",1977,"Milk production","Northeast","New Jersey",549,"Million pounds"
"Milk production",1977,"Milk production","Northeast","New York",10224,"Million pounds"
"Milk production",1977,"Milk production","Northeast","Pennsylvania",7791,"Million pounds"
"Milk production",1977,"Milk production","Northeast","Rhode Island",57,"Million pounds"
"Milk production",1977,"Milk production","Northeast","Vermont",2100,"Million pounds"
"Milk production",1977,"Milk production","Northeast","Total region",24633,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","Northeast","Connecticut",0.51,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","Delaware",0.11,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","Maine",0.52,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","Maryland",1.28,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","Massachusetts",0.49,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","New Hampshire",0.28,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","New Jersey",0.45,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","New York",8.34,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","Pennsylvania",6.35,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","Rhode Island",0.05,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","Vermont",1.71,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northeast","Total region",20.08,"Percent"
"Milk production",1977,"Milk production","Lake States","Michigan",4761,"Million pounds"
"Milk production",1977,"Milk production","Lake States","Minnesota",9483,"Million pounds"
"Milk production",1977,"Milk production","Lake States","Wisconsin",21041,"Million pounds"
"Milk production",1977,"Milk production","Lake States","Total region",35285,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","Lake States","Michigan",3.88,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Lake States","Minnesota",7.73,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Lake States","Wisconsin",17.15,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Lake States","Total region",28.77,"Percent"
"Milk production",1977,"Milk production","Corn Belt","Illinois",2515,"Million pounds"
"Milk production",1977,"Milk production","Corn Belt","Indiana",2248,"Million pounds"
"Milk production",1977,"Milk production","Corn Belt","Iowa",4030,"Million pounds"
"Milk production",1977,"Milk production","Corn Belt","Missouri",2918,"Million pounds"
"Milk production",1977,"Milk production","Corn Belt","Ohio",4455,"Million pounds"
"Milk production",1977,"Milk production","Corn Belt","Total region",16166,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","Corn Belt","Illinois",2.05,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Corn Belt","Indiana",1.83,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Corn Belt","Iowa",3.29,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Corn Belt","Missouri",2.38,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Corn Belt","Ohio",3.63,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Corn Belt","Total region",13.18,"Percent"
"Milk production",1977,"Milk production","Northern Plains","Kansas",1442,"Million pounds"
"Milk production",1977,"Milk production","Northern Plains","Nebraska",1344,"Million pounds"
"Milk production",1977,"Milk production","Northern Plains","North Dakota",954,"Million pounds"
"Milk production",1977,"Milk production","Northern Plains","South Dakota",1652,"Million pounds"
"Milk production",1977,"Milk production","Northern Plains","Total region",5392,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","Northern Plains","Kansas",1.18,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northern Plains","Nebraska",1.1,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northern Plains","North Dakota",0.78,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northern Plains","South Dakota",1.35,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Northern Plains","Total region",4.4,"Percent"
"Milk production",1977,"Milk production","Appalachia","Kentucky",2426,"Million pounds"
"Milk production",1977,"Milk production","Appalachia","North Carolina",1583,"Million pounds"
"Milk production",1977,"Milk production","Appalachia","Tennessee",2181,"Million pounds"
"Milk production",1977,"Milk production","Appalachia","Virginia",1894,"Million pounds"
"Milk production",1977,"Milk production","Appalachia","West Virginia",350,"Million pounds"
"Milk production",1977,"Milk production","Appalachia","Total region",8434,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","Appalachia","Kentucky",1.98,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Appalachia","North Carolina",1.29,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Appalachia","Tennessee",1.78,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Appalachia","Virginia",1.54,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Appalachia","West Virginia",0.29,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Appalachia","Total region",6.88,"Percent"
"Milk production",1977,"Milk production","Southeast","Alabama",684,"Million pounds"
"Milk production",1977,"Milk production","Southeast","Florida",1993,"Million pounds"
"Milk production",1977,"Milk production","Southeast","Georgia",1301,"Million pounds"
"Milk production",1977,"Milk production","Southeast","South Carolina",525,"Million pounds"
"Milk production",1977,"Milk production","Southeast","Total region",4503,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","Southeast","Alabama",0.56,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Southeast","Florida",1.62,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Southeast","Georgia",1.06,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Southeast","South Carolina",0.43,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Southeast","Total region",3.67,"Percent"
"Milk production",1977,"Milk production","Delta States","Arkansas",725,"Million pounds"
"Milk production",1977,"Milk production","Delta States","Louisiana",1089,"Million pounds"
"Milk production",1977,"Milk production","Delta States","Mississippi",858,"Million pounds"
"Milk production",1977,"Milk production","Delta States","Total region",2672,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","Delta States","Arkansas",0.59,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Delta States","Louisiana",0.89,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Delta States","Mississippi",0.7,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Delta States","Total region",2.18,"Percent"
"Milk production",1977,"Milk production","Southern Plains","Oklahoma",1120,"Million pounds"
"Milk production",1977,"Milk production","Southern Plains","Texas",3372,"Million pounds"
"Milk production",1977,"Milk production","Southern Plains","Total region",4492,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","Southern Plains","Oklahoma",0.91,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Southern Plains","Texas",2.75,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Southern Plains","Total region",3.66,"Percent"
"Milk production",1977,"Milk production","Mountain Region","Arizona",914,"Million pounds"
"Milk production",1977,"Milk production","Mountain Region","Colorado",848,"Million pounds"
"Milk production",1977,"Milk production","Mountain Region","Idaho",1600,"Million pounds"
"Milk production",1977,"Milk production","Mountain Region","Montana",296,"Million pounds"
"Milk production",1977,"Milk production","Mountain Region","Nevada",198,"Million pounds"
"Milk production",1977,"Milk production","Mountain Region","New Mexico",426,"Million pounds"
"Milk production",1977,"Milk production","Mountain Region","Utah",936,"Million pounds"
"Milk production",1977,"Milk production","Mountain Region","Wyoming",124,"Million pounds"
"Milk production",1977,"Milk production","Mountain Region","Total region",5342,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","Mountain Region","Arizona",0.75,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Mountain Region","Colorado",0.69,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Mountain Region","Idaho",1.3,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Mountain Region","Montana",0.24,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Mountain Region","Nevada",0.16,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Mountain Region","New Mexico",0.35,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Mountain Region","Utah",0.76,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Mountain Region","Wyoming",0.1,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Mountain Region","Total region",4.36,"Percent"
"Milk production",1977,"Milk production","West Coast","California",11968,"Million pounds"
"Milk production",1977,"Milk production","West Coast","Oregon",1052,"Million pounds"
"Milk production",1977,"Milk production","West Coast","Washington",2549,"Million pounds"
"Milk production",1977,"Milk production","West Coast","Total region",15569,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","West Coast","California",9.76,"Percent"
"Milk production",1977,"Percent of U.S. milk production","West Coast","Oregon",0.86,"Percent"
"Milk production",1977,"Percent of U.S. milk production","West Coast","Washington",2.08,"Percent"
"Milk production",1977,"Percent of U.S. milk production","West Coast","Total region",12.69,"Percent"
"Milk production",1977,"Milk production","Other States","Alaska",16.4,"Million pounds"
"Milk production",1977,"Milk production","Other States","Hawaii",150,"Million pounds"
"Milk production",1977,"Milk production","Other States","Total region",166.4,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","Other States","Alaska",0.01,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Other States","Hawaii",0.12,"Percent"
"Milk production",1977,"Percent of U.S. milk production","Other States","Total region",0.14,"Percent"
"Milk production",1977,"Milk production","United States","Total region",122654,"Million pounds"
"Milk production",1977,"Percent of U.S. milk production","United States","Total region",100,"Percent"
"Milk production",1978,"Milk production","Northeast","Connecticut",614,"Million pounds"
"Milk production",1978,"Milk production","Northeast","Delaware",129,"Million pounds"
"Milk production",1978,"Milk production","Northeast","Maine",641,"Million pounds"
"Milk production",1978,"Milk production","Northeast","Maryland",1540,"Million pounds"
"Milk production",1978,"Milk production","Northeast","Massachusetts",572,"Million pounds"
"Milk production",1978,"Milk production","Northeast","New Hampshire",341,"Million pounds"
"Milk production",1978,"Milk production","Northeast","New Jersey",525,"Million pounds"
