"Year","Category","Data_item","Quantity","Units"
2009,"Evaporated and condensed milk","Whole, Canned",1.704,"Pounds per capita"
2010,"Evaporated and condensed milk","Whole, Canned",1.513,"Pounds per capita"
2011,"Evaporated and condensed milk","Whole, Canned",1.517,"Pounds per capita"
2012,"Evaporated and condensed milk","Whole, Canned",1.501,"Pounds per capita"
2013,"Evaporated and condensed milk","Whole, Canned",1.46,"Pounds per capita"
2014,"Evaporated and condensed milk","Whole, Canned",1.022,"Pounds per capita"
2015,"Evaporated and condensed milk","Whole, Canned",1.444,"Pounds per capita"
2016,"Evaporated and condensed milk","Whole, Canned",1.451,"Pounds per capita"
2017,"Evaporated and condensed milk","Whole, Canned",1.218,"Pounds per capita"
2018,"Evaporated and condensed milk","Whole, Canned",1.322,"Pounds per capita"
2019,"Evaporated and condensed milk","Whole, Canned",1.274,"Pounds per capita"
2020,"Evaporated and condensed milk","Whole, Canned",1.6,"Pounds per capita"
2021,"Evaporated and condensed milk","Whole, Canned",1.551,"Pounds per capita"
2022,"Evaporated and condensed milk","Whole, Canned",1.501,"Pounds per capita"
2023,"Evaporated and condensed milk","Whole, Canned",1.38,"Pounds per capita"
1975,"Evaporated and condensed milk","Whole, Bulk",1.239,"Pounds per capita"
1976,"Evaporated and condensed milk","Whole, Bulk",1.101,"Pounds per capita"
1977,"Evaporated and condensed milk","Whole, Bulk",1.003,"Pounds per capita"
1978,"Evaporated and condensed milk","Whole, Bulk",0.901,"Pounds per capita"
1979,"Evaporated and condensed milk","Whole, Bulk",0.938,"Pounds per capita"
1980,"Evaporated and condensed milk","Whole, Bulk",0.876,"Pounds per capita"
1981,"Evaporated and condensed milk","Whole, Bulk",1.052,"Pounds per capita"
1982,"Evaporated and condensed milk","Whole, Bulk",1.137,"Pounds per capita"
1983,"Evaporated and condensed milk","Whole, Bulk",1.065,"Pounds per capita"
1984,"Evaporated and condensed milk","Whole, Bulk",1.191,"Pounds per capita"
1985,"Evaporated and condensed milk","Whole, Bulk",1.284,"Pounds per capita"
1986,"Evaporated and condensed milk","Whole, Bulk",1.367,"Pounds per capita"
1987,"Evaporated and condensed milk","Whole, Bulk",1.461,"Pounds per capita"
1988,"Evaporated and condensed milk","Whole, Bulk",1.276,"Pounds per capita"
1989,"Evaporated and condensed milk","Whole, Bulk",1.047,"Pounds per capita"
1990,"Evaporated and condensed milk","Whole, Bulk",0.922,"Pounds per capita"
1991,"Evaporated and condensed milk","Whole, Bulk",1.08,"Pounds per capita"
1992,"Evaporated and condensed milk","Whole, Bulk",1.067,"Pounds per capita"
1993,"Evaporated and condensed milk","Whole, Bulk",0.866,"Pounds per capita"
1994,"Evaporated and condensed milk","Whole, Bulk",0.696,"Pounds per capita"
1995,"Evaporated and condensed milk","Whole, Bulk",0.596,"Pounds per capita"
1996,"Evaporated and condensed milk","Whole, Bulk",0.634,"Pounds per capita"
1997,"Evaporated and condensed milk","Whole, Bulk",0.725,"Pounds per capita"
1998,"Evaporated and condensed milk","Whole, Bulk",0.524,"Pounds per capita"
1999,"Evaporated and condensed milk","Whole, Bulk",0.516,"Pounds per capita"
2000,"Evaporated and condensed milk","Whole, Bulk",0.484,"Pounds per capita"
2001,"Evaporated and condensed milk","Whole, Bulk",0.458,"Pounds per capita"
2002,"Evaporated and condensed milk","Whole, Bulk",0.431,"Pounds per capita"
2003,"Evaporated and condensed milk","Whole, Bulk",0.651,"Pounds per capita"
2004,"Evaporated and condensed milk","Whole, Bulk",0.573,"Pounds per capita"
2005,"Evaporated and condensed milk","Whole, Bulk",0.609,"Pounds per capita"
2006,"Evaporated and condensed milk","Whole, Bulk",0.581,"Pounds per capita"
2007,"Evaporated and condensed milk","Whole, Bulk",0.53,"Pounds per capita"
2008,"Evaporated and condensed milk","Whole, Bulk",0.634,"Pounds per capita"
2009,"Evaporated and condensed milk","Whole, Bulk",0.586,"Pounds per capita"
2010,"Evaporated and condensed milk","Whole, Bulk",0.456,"Pounds per capita"
2011,"Evaporated and condensed milk","Whole, Bulk",0.406,"Pounds per capita"
2012,"Evaporated and condensed milk","Whole, Bulk",0.501,"Pounds per capita"
2013,"Evaporated and condensed milk","Whole, Bulk",0.428,"Pounds per capita"
2014,"Evaporated and condensed milk","Whole, Bulk",0.395,"Pounds per capita"
2015,"Evaporated and condensed milk","Whole, Bulk",0.741,"Pounds per capita"
2016,"Evaporated and condensed milk","Whole, Bulk",0.596,"Pounds per capita"
2017,"Evaporated and condensed milk","Whole, Bulk",0.536,"Pounds per capita"
2018,"Evaporated and condensed milk","Whole, Bulk",0.585,"Pounds per capita"
2019,"Evaporated and condensed milk","Whole, Bulk",0.58,"Pounds per capita"
2020,"Evaporated and condensed milk","Whole, Bulk",0.474,"Pounds per capita"
2021,"Evaporated and condensed milk","Whole, Bulk",0.492,"Pounds per capita"
2022,"Evaporated and condensed milk","Whole, Bulk",0.457,"Pounds per capita"
2023,"Evaporated and condensed milk","Whole, Bulk",0.488,"Pounds per capita"
1975,"Evaporated and condensed milk","Skim, Bulked and canned",3.525,"Pounds per capita"
1976,"Evaporated and condensed milk","Skim, Bulked and canned",3.591,"Pounds per capita"
1977,"Evaporated and condensed milk","Skim, Bulked and canned",3.879,"Pounds per capita"
1978,"Evaporated and condensed milk","Skim, Bulked and canned",3.469,"Pounds per capita"
1979,"Evaporated and condensed milk","Skim, Bulked and canned",3.332,"Pounds per capita"
1980,"Evaporated and condensed milk","Skim, Bulked and canned",3.282,"Pounds per capita"
1981,"Evaporated and condensed milk","Skim, Bulked and canned",3.158,"Pounds per capita"
1982,"Evaporated and condensed milk","Skim, Bulked and canned",3.018,"Pounds per capita"
1983,"Evaporated and condensed milk","Skim, Bulked and canned",3.122,"Pounds per capita"
1984,"Evaporated and condensed milk","Skim, Bulked and canned",3.694,"Pounds per capita"
1985,"Evaporated and condensed milk","Skim, Bulked and canned",3.822,"Pounds per capita"
1986,"Evaporated and condensed milk","Skim, Bulked and canned",4.281,"Pounds per capita"
1987,"Evaporated and condensed milk","Skim, Bulked and canned",4.239,"Pounds per capita"
1988,"Evaporated and condensed milk","Skim, Bulked and canned",4.273,"Pounds per capita"
1989,"Evaporated and condensed milk","Skim, Bulked and canned",4.715,"Pounds per capita"
1990,"Evaporated and condensed milk","Skim, Bulked and canned",4.752,"Pounds per capita"
1991,"Evaporated and condensed milk","Skim, Bulked and canned",4.987,"Pounds per capita"
1992,"Evaporated and condensed milk","Skim, Bulked and canned",5.212,"Pounds per capita"
1993,"Evaporated and condensed milk","Skim, Bulked and canned",5.339,"Pounds per capita"
1994,"Evaporated and condensed milk","Skim, Bulked and canned",5.377,"Pounds per capita"
1995,"Evaporated and condensed milk","Skim, Bulked and canned",4.486,"Pounds per capita"
1996,"Evaporated and condensed milk","Skim, Bulked and canned",4.017,"Pounds per capita"
1997,"Evaporated and condensed milk","Skim, Bulked and canned",3.944,"Pounds per capita"
1998,"Evaporated and condensed milk","Skim, Bulked and canned",4.057,"Pounds per capita"
1999,"Evaporated and condensed milk","Skim, Bulked and canned",4.403,"Pounds per capita"
2000,"Evaporated and condensed milk","Skim, Bulked and canned",3.823,"Pounds per capita"
2001,"Evaporated and condensed milk","Skim, Bulked and canned",3.448,"Pounds per capita"
2002,"Evaporated and condensed milk","Skim, Bulked and canned",3.738,"Pounds per capita"
2003,"Evaporated and condensed milk","Skim, Bulked and canned",3.295,"Pounds per capita"
2004,"Evaporated and condensed milk","Skim, Bulked and canned",3.241,"Pounds per capita"
2005,"Evaporated and condensed milk","Skim, Bulked and canned",3.716,"Pounds per capita"
2006,"Evaporated and condensed milk","Skim, Bulked and canned",4.221,"Pounds per capita"
2007,"Evaporated and condensed milk","Skim, Bulked and canned",5.577,"Pounds per capita"
2008,"Evaporated and condensed milk","Skim, Bulked and canned",5.102,"Pounds per capita"
2009,"Evaporated and condensed milk","Skim, Bulked and canned",4.981,"Pounds per capita"
2010,"Evaporated and condensed milk","Skim, Bulked and canned",5.206,"Pounds per capita"
2011,"Evaporated and condensed milk","Skim, Bulked and canned",5.239,"Pounds per capita"
2012,"Evaporated and condensed milk","Skim, Bulked and canned",5.339,"Pounds per capita"
2013,"Evaporated and condensed milk","Skim, Bulked and canned",5.304,"Pounds per capita"
2014,"Evaporated and condensed milk","Skim, Bulked and canned",5.423,"Pounds per capita"
2015,"Evaporated and condensed milk","Skim, Bulked and canned",5.5,"Pounds per capita"
2016,"Evaporated and condensed milk","Skim, Bulked and canned",5.394,"Pounds per capita"
2017,"Evaporated and condensed milk","Skim, Bulked and canned",5.131,"Pounds per capita"
2018,"Evaporated and condensed milk","Skim, Bulked and canned",4.901,"Pounds per capita"
2019,"Evaporated and condensed milk","Skim, Bulked and canned",4.6,"Pounds per capita"
2020,"Evaporated and condensed milk","Skim, Bulked and canned",4.8,"Pounds per capita"
2021,"Evaporated and condensed milk","Skim, Bulked and canned",4.467,"Pounds per capita"
2022,"Evaporated and condensed milk","Skim, Bulked and canned",4.362,"Pounds per capita"
2023,"Evaporated and condensed milk","Skim, Bulked and canned",4.603,"Pounds per capita"
1975,"All products, milk-equivalent","Milk-fat basis",539.132,"Pounds per capita"
1976,"All products, milk-equivalent","Milk-fat basis",539.721,"Pounds per capita"
1977,"All products, milk-equivalent","Milk-fat basis",540.213,"Pounds per capita"
1978,"All products, milk-equivalent","Milk-fat basis",544.268,"Pounds per capita"
1979,"All products, milk-equivalent","Milk-fat basis",548.204,"Pounds per capita"
1980,"All products, milk-equivalent","Milk-fat basis",543.223,"Pounds per capita"
1981,"All products, milk-equivalent","Milk-fat basis",540.58,"Pounds per capita"
1982,"All products, milk-equivalent","Milk-fat basis",554.551,"Pounds per capita"
1983,"All products, milk-equivalent","Milk-fat basis",572.924,"Pounds per capita"
1984,"All products, milk-equivalent","Milk-fat basis",581.96,"Pounds per capita"
1985,"All products, milk-equivalent","Milk-fat basis",593.766,"Pounds per capita"
1986,"All products, milk-equivalent","Milk-fat basis",591.541,"Pounds per capita"
1987,"All products, milk-equivalent","Milk-fat basis",601.312,"Pounds per capita"
1988,"All products, milk-equivalent","Milk-fat basis",582.55,"Pounds per capita"
1989,"All products, milk-equivalent","Milk-fat basis",563.847,"Pounds per capita"
1990,"All products, milk-equivalent","Milk-fat basis",567.968,"Pounds per capita"
1991,"All products, milk-equivalent","Milk-fat basis",563.712,"Pounds per capita"
1992,"All products, milk-equivalent","Milk-fat basis",562.43,"Pounds per capita"
1993,"All products, milk-equivalent","Milk-fat basis",569.269,"Pounds per capita"
1994,"All products, milk-equivalent","Milk-fat basis",579.192,"Pounds per capita"
1995,"All products, milk-equivalent","Milk-fat basis",572.1,"Pounds per capita"
1996,"All products, milk-equivalent","Milk-fat basis",562.671,"Pounds per capita"
1997,"All products, milk-equivalent","Milk-fat basis",565.095,"Pounds per capita"
1998,"All products, milk-equivalent","Milk-fat basis",570.902,"Pounds per capita"
1999,"All products, milk-equivalent","Milk-fat basis",583.926,"Pounds per capita"
2000,"All products, milk-equivalent","Milk-fat basis",589.956,"Pounds per capita"
2001,"All products, milk-equivalent","Milk-fat basis",585.199,"Pounds per capita"
2002,"All products, milk-equivalent","Milk-fat basis",587.689,"Pounds per capita"
2003,"All products, milk-equivalent","Milk-fat basis",596.363,"Pounds per capita"
2004,"All products, milk-equivalent","Milk-fat basis",593.786,"Pounds per capita"
2005,"All products, milk-equivalent","Milk-fat basis",603.172,"Pounds per capita"
2006,"All products, milk-equivalent","Milk-fat basis",611.701,"Pounds per capita"
2007,"All products, milk-equivalent","Milk-fat basis",611.966,"Pounds per capita"
2008,"All products, milk-equivalent","Milk-fat basis",606.298,"Pounds per capita"
2009,"All products, milk-equivalent","Milk-fat basis",606.64,"Pounds per capita"
2010,"All products, milk-equivalent","Milk-fat basis",603.44,"Pounds per capita"
2011,"All products, milk-equivalent","Milk-fat basis",602.909,"Pounds per capita"
2012,"All products, milk-equivalent","Milk-fat basis",613.582,"Pounds per capita"
2013,"All products, milk-equivalent","Milk-fat basis",606.334,"Pounds per capita"
2014,"All products, milk-equivalent","Milk-fat basis",614.609,"Pounds per capita"
2015,"All products, milk-equivalent","Milk-fat basis",628.036,"Pounds per capita"
2016,"All products, milk-equivalent","Milk-fat basis",644.217,"Pounds per capita"
2017,"All products, milk-equivalent","Milk-fat basis",643.211,"Pounds per capita"
2018,"All products, milk-equivalent","Milk-fat basis",644.26,"Pounds per capita"
2019,"All products, milk-equivalent","Milk-fat basis",651.403,"Pounds per capita"
2020,"All products, milk-equivalent","Milk-fat basis",650.584,"Pounds per capita"
2021,"All products, milk-equivalent","Milk-fat basis",661.233,"Pounds per capita"
2022,"All products, milk-equivalent","Milk-fat basis",653.944,"Pounds per capita"
2023,"All products, milk-equivalent","Milk-fat basis",660.695,"Pounds per capita"
1975,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1976,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1977,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1978,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1979,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1980,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1981,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1982,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1983,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1984,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1985,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1986,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1987,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1988,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1989,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1990,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1991,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1992,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1993,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1994,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1995,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1996,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1997,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1998,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
1999,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2000,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2001,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2002,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2003,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2004,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2005,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2006,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2007,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2008,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2009,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2010,"All products, milk-equivalent","Skim-solids basis",NA,"Pounds per capita"
2011,"All products, milk-equivalent","Skim-solids basis",516.346,"Pounds per capita"
2012,"All products, milk-equivalent","Skim-solids basis",523.821,"Pounds per capita"
2013,"All products, milk-equivalent","Skim-solids basis",512.898,"Pounds per capita"
2014,"All products, milk-equivalent","Skim-solids basis",511.69,"Pounds per capita"
2015,"All products, milk-equivalent","Skim-solids basis",526.091,"Pounds per capita"
2016,"All products, milk-equivalent","Skim-solids basis",530.771,"Pounds per capita"
2017,"All products, milk-equivalent","Skim-solids basis",528.905,"Pounds per capita"
2018,"All products, milk-equivalent","Skim-solids basis",525.515,"Pounds per capita"
2019,"All products, milk-equivalent","Skim-solids basis",522.816,"Pounds per capita"
2020,"All products, milk-equivalent","Skim-solids basis",524.073,"Pounds per capita"
2021,"All products, milk-equivalent","Skim-solids basis",524.836,"Pounds per capita"
2022,"All products, milk-equivalent","Skim-solids basis",523.064,"Pounds per capita"
2023,"All products, milk-equivalent","Skim-solids basis",524.715,"Pounds per capita"
